employee_id,dob,age,surname,name,id_gender,id_marital_status,id_branch,id_leave_reason,id_status,id_department,id_job_title,id_performance
10051,1962-08-10,60,Nguyen,Roberto,2,1,3,1,1,1,1,1
10054,1976-03-27,46,Pitt,Alejandro,2,1,1,1,1,1,1,1
10065,1981-03-20,41,Barone,Julieta,1,1,3,1,1,1,1,1
10100,1959-03-18,63,Chang,Emanuel,2,1,1,1,1,1,1,1
10102,1992-12-13,30,Gaul,Barbara,1,1,3,1,1,1,1,1
10113,1977-03-29,45,Dobrin,Denise,1,1,3,1,1,1,1,1
10117,1980-01-01,43,Keatts,Martín,2,1,1,1,1,1,1,1
10120,1953-03-06,70,Heitzman,Antonio,2,1,2,1,1,1,1,1
10125,1972-03-23,50,Meads,Elizabeth,1,1,2,1,1,1,1,1
10128,1956-10-03,66,Knapp,Brian,2,1,2,1,1,1,1,1
10147,1985-10-10,37,Ndzi,Bautista,2,1,3,1,1,1,1,1
10156,1952-11-16,70,Ivey,Rosa,1,1,3,1,1,1,1,1
10160,1954-08-27,68,Smith,Paula,1,1,3,1,1,1,1,1
10166,1973-11-24,49,Medeiros,Jennifer,1,1,1,1,1,1,1,1
10181,1953-10-28,69,Jackson,Noelia,1,1,1,1,1,1,1,1
10194,1953-04-28,69,Carey,Rodrigo,2,1,2,1,1,1,1,1
10199,1983-11-10,39,Ferreira,Daiana,1,1,2,1,1,1,1,1
10202,1961-05-01,61,Bernstein,Ruben,2,1,2,1,1,1,1,1
10178,1989-12-30,33,Rossetti,Diego,2,1,3,1,1,1,1,1
10182,1975-01-08,48,Cockel,Juan,2,1,1,1,1,1,1,1
10219,1972-05-20,50,Sutwell,Sonia,1,1,1,1,1,1,1,1
10239,1975-10-22,47,Von Massenbach,Walter,2,1,3,1,1,1,1,1
10250,1969-07-03,53,Beatrice,María,1,1,3,1,1,1,1,1
10272,1987-01-09,36,Perry,Cristina,1,1,3,1,1,1,1,1
10282,1954-04-10,68,Garcia,Emmanuel,2,1,2,1,1,1,1,1
10285,1968-09-19,54,Mahoney,Victor,2,1,2,1,1,1,1,1
10286,1972-02-21,51,Gold,Juan,2,1,1,1,1,1,1,1
10292,1975-01-17,48,Dickinson,Leandro,2,1,1,1,1,1,1,1
10296,1986-07-19,36,Chace,Rita,1,1,2,1,1,1,1,1
10297,1990-11-24,32,Williams,Justo,2,1,2,1,1,1,1,1
10299,1960-10-01,62,Crimmings,Lautaro,2,1,3,1,1,1,1,1
10308,1991-04-05,31,Garneau,Ezequiel,2,1,2,1,1,1,1,1
10000,1962-08-10,60,Nguyen,Roberto,2,1,3,1,1,1,1,1
10038,1976-03-27,46,Pitt,Alejandro,2,1,1,1,1,1,1,1
10042,1981-03-20,41,Barone,Julieta,1,1,3,1,1,1,1,1
10044,1959-03-18,63,Chang,Emanuel,2,1,1,1,1,1,1,1
10071,1992-12-13,30,Gaul,Barbara,1,1,1,1,1,1,1,1
10075,1977-03-29,45,Dobrin,Denise,1,1,3,1,1,1,1,1
10077,1980-01-01,43,Keatts,Martín,2,1,1,1,1,1,1,1
10087,1953-03-06,70,Heitzman,Antonio,2,1,2,1,1,1,1,1
10115,1972-03-23,50,Meads,Elizabeth,1,1,1,1,1,1,1,1
10124,1956-10-03,66,Knapp,Brian,2,1,2,1,1,1,1,1
10139,1985-10-10,37,Ndzi,Bautista,2,1,3,1,1,1,1,1
10158,1952-11-16,70,Ivey,Rosa,1,1,1,1,1,1,1,1
10164,1952-06-18,70,Engdahl,Gonzalo,2,1,3,1,1,1,1,1
10198,1971-07-06,51,Punjabhi,Luis,2,1,1,1,1,1,1,1
10192,1976-10-17,46,Cierpiszewski,Carolina,1,1,2,1,1,1,1,1
10209,1954-08-27,68,Smith,Paula,1,1,3,1,1,1,1,1
10227,1973-11-24,49,Medeiros,Jennifer,1,1,1,1,1,1,1,1
10232,1955-12-05,67,Stoica,Juan,2,2,2,1,1,1,1,1
10248,1978-05-16,44,England,Ana,1,2,2,1,1,1,1,1
10271,1972-11-03,50,Jhaveri,Silvana,1,3,2,1,1,1,1,1
10300,1968-06-20,54,Gordon,Santiago,2,2,3,1,1,1,1,1
10265,1977-05-04,45,Rose,Juvencio,2,3,2,1,1,1,1,1
10269,1963-04-08,59,Power,Adriana,1,4,2,1,1,1,1,1
10011,1954-11-03,68,Motlagh,Oscar,2,4,1,1,1,1,1,1
10045,1977-09-23,45,Langton,Daniel,2,2,1,1,1,1,1,1
10047,1958-03-03,65,Robinson,Rocio,1,2,1,1,1,1,1,1
10057,1953-06-06,69,Wilber,Lidia,1,2,1,1,1,1,1,1
10080,1987-11-05,35,Peterson,Sebastian,2,2,1,1,1,1,1,1
10086,1978-11-05,44,Jacobi,Nicolas,2,4,2,1,1,1,1,1
10092,1972-08-12,50,Athwal,Nelson,2,5,1,1,1,1,1,1
10095,1991-12-19,31,Gentry,Milena,1,2,2,1,1,1,1,1
10096,1983-04-15,39,Tavares,Leonardo,2,2,3,1,1,1,1,1
10123,1962-09-11,60,Mangal,Josue,2,2,1,1,1,1,1,1
10140,1959-05-24,63,Darson,Ana,1,2,2,1,1,1,1,1
10145,1978-03-21,44,Tinto,María,1,4,3,1,1,1,1,1
10159,1985-10-29,37,Shields,Silvia,1,2,1,1,1,1,1,1
10161,1967-03-06,56,Mckenna,Romina,1,2,3,1,1,1,1,1
10170,1977-09-10,45,Maurice,Ignacio,2,2,2,1,1,1,1,1
10186,1959-08-01,63,Purinton,Agustin,2,4,3,1,1,1,1,1
10193,1970-01-14,53,Barbara,María,1,2,1,1,1,1,1,1
10201,1958-07-20,64,Sander,Marcos,2,2,3,1,1,1,1,1
10203,1978-05-16,44,England,Ana,1,2,2,1,1,1,1,1
10180,1972-11-03,50,Jhaveri,Silvana,1,3,2,1,1,1,1,1
10188,1968-06-20,54,Gordon,Santiago,2,2,3,1,1,1,1,1
10206,1977-05-04,45,Rose,Juvencio,2,3,2,1,1,1,1,1
10213,1963-04-08,59,Power,Adriana,1,4,2,1,1,1,1,1
10231,1954-11-03,68,Motlagh,Oscar,2,4,1,1,1,1,1,1
10235,1977-09-23,45,Langton,Daniel,2,2,1,1,1,1,1,1
10243,1958-03-03,65,Robinson,Rocio,1,2,1,1,1,1,1,1
10270,1953-06-06,69,Wilber,Lidia,1,2,1,1,1,1,1,1
10309,1987-11-05,35,Peterson,Sebastian,2,2,1,1,1,1,1,1
10002,1978-11-05,44,Jacobi,Nicolas,2,4,2,1,1,1,1,1
10006,1972-08-12,50,Athwal,Nelson,2,5,1,1,1,1,1,1
10013,1991-12-19,31,Gentry,Milena,1,2,2,1,1,1,1,1
10017,1983-04-15,39,Tavares,Leonardo,2,2,3,1,1,1,1,1
10019,1962-09-11,60,Mangal,Josue,2,2,1,1,1,1,1,1
10021,1959-05-24,63,Darson,Ana,1,2,2,1,1,1,1,1
10034,1978-03-21,44,Tinto,María,1,4,3,1,1,1,1,1
10035,1985-10-29,37,Shields,Silvia,1,2,1,1,1,1,1,1
10039,1967-03-06,56,Mckenna,Romina,1,2,3,1,1,1,1,1
10041,1956-03-15,66,Zima,Laura,1,5,3,1,1,1,1,1
10052,1977-09-10,45,Maurice,Ignacio,2,2,2,1,1,1,1,1
10066,1959-08-23,63,Pham,Juana,1,2,3,1,1,1,1,1
10099,1959-08-01,63,Purinton,Agustin,2,4,3,1,1,1,1,1
10101,1970-01-14,53,Barbara,María,1,2,1,1,1,1,1,1
10103,1958-07-20,64,Sander,Marcos,2,2,3,1,1,1,1,1
10104,1991-01-12,32,Rarrick,Fernando,2,4,1,1,1,1,1,1
10112,1951-09-24,71,Alagbe,Julieta,1,2,1,1,1,1,1,1
10131,1978-01-27,45,DeGweck,Luis,2,2,2,1,1,1,1,1
10137,1980-06-09,42,Biden,Lisa,1,4,3,1,1,1,1,1
10141,1961-10-01,61,Kretschmer,John,2,2,1,1,1,1,1,1
10148,1980-12-29,42,Handschiegl,Joanne,1,2,3,1,1,1,1,1
10171,1956-02-29,67,Stanford,Barbara,1,4,3,1,1,1,1,1
10175,1963-10-23,59,Fidelia,Linda,1,2,3,1,1,1,1,1
10176,1981-04-09,41,Sullivan,Alberto,2,2,3,1,1,1,1,1
10179,1975-04-13,47,Harrell,Mariano,2,2,2,1,1,1,1,1
10185,1972-09-06,50,Cornett,Lisa,1,2,3,1,1,1,1,1
10189,1978-09-10,44,Tippett,Jeanette,1,4,2,1,1,1,1,1
10196,1955-12-05,67,Stoica,Juan,2,2,2,1,1,1,1,1
10200,1978-05-16,44,England,Ana,1,2,2,1,1,1,1,1
10037,1972-11-03,50,Jhaveri,Silvana,1,3,2,1,1,1,1,1
10214,1968-06-20,54,Gordon,Santiago,2,2,3,1,1,1,1,1
10228,1963-04-08,59,Power,Adriana,1,4,2,1,1,1,1,1
10284,1954-11-03,68,Motlagh,Oscar,2,4,1,1,1,1,1,1
10289,1977-09-23,45,Langton,Daniel,2,2,1,1,1,1,1,1
10294,1958-03-03,65,Robinson,Rocio,1,2,1,1,1,1,1,1
10295,1987-11-05,35,Peterson,Sebastian,2,2,1,1,1,1,1,1
10307,1978-11-05,44,Jacobi,Nicolas,2,4,2,1,1,1,1,1
10251,1972-08-12,50,Athwal,Nelson,2,5,1,1,1,1,1,1
10255,1991-12-19,31,Gentry,Milena,1,2,2,1,1,1,1,1
10257,1962-09-11,60,Mangal,Josue,2,2,1,1,1,1,1,1
10260,1959-05-24,63,Darson,Ana,1,2,2,1,1,1,1,1
10008,1978-03-21,44,Tinto,María,1,4,3,1,1,1,1,1
10014,1985-10-29,37,Shields,Silvia,1,2,1,1,1,1,1,1
10022,1967-03-06,56,Mckenna,Romina,1,2,3,1,1,1,1,1
10025,1956-03-15,66,Zima,Laura,1,5,3,1,1,1,1,1
10032,1977-09-10,45,Maurice,Ignacio,2,2,2,1,1,1,1,1
10058,1959-08-01,63,Purinton,Agustin,2,4,3,1,1,1,1,1
10063,1970-01-14,53,Barbara,María,1,2,1,1,1,1,1,1
10073,1958-07-20,64,Sander,Marcos,2,2,3,1,1,1,1,1
10076,1991-01-12,32,Rarrick,Fernando,2,4,2,1,1,1,1,1
10078,1951-09-24,71,Alagbe,Julieta,1,2,3,1,1,1,1,1
10082,1978-01-27,45,DeGweck,Luis,2,2,2,1,1,1,1,1
10083,1980-06-09,42,Biden,Lisa,1,4,3,1,1,1,1,1
10085,1961-10-01,61,Kretschmer,John,2,2,1,1,1,1,1,1
10094,1980-12-29,42,Handschiegl,Joanne,1,2,3,1,1,1,1,1
10114,1956-02-29,67,Stanford,Barbara,1,4,3,1,1,1,1,1
10122,1963-10-23,59,Fidelia,Linda,1,2,3,1,1,1,1,1
10126,1981-04-09,41,Sullivan,Alberto,2,2,3,1,1,1,1,1
10130,1975-04-13,47,Harrell,Mariano,2,2,2,1,1,1,1,1
10133,1972-09-06,50,Cornett,Lisa,1,2,3,1,1,1,1,1
10138,1978-09-10,44,Tippett,Jeanette,1,4,2,1,1,1,1,1
10142,1989-08-09,33,Gonzalez,Fernando,2,4,3,1,1,1,1,2
10150,1967-04-19,55,Owad,Eduardo,2,1,1,1,1,1,1,3
10172,1962-10-08,60,Lynch,Rosario,1,1,3,1,1,1,1,2
10183,1956-11-16,66,Sparks,Sergio,2,2,3,1,1,1,1,4
10184,1990-07-27,32,Estremera,Camila,1,1,2,1,1,1,1,3
10204,1974-01-16,49,Johnson,Clara,1,2,2,1,1,1,1,2
10223,1975-04-06,47,Adinolfi,Alejandro,2,1,1,1,1,1,1,2
10234,1955-11-09,67,Trang,Jesus,2,1,2,1,1,1,1,3
10237,1983-04-27,39,Robinson,Gabriel,2,5,1,1,1,1,1,2
10240,1969-10-17,53,DiNocco,Sandra,1,2,1,1,1,1,1,3
10249,1979-08-04,43,Fernandes,Maria,1,2,2,1,1,1,1,4
10275,1979-04-18,43,Harrison,Jose,2,2,1,1,1,1,1,2
10277,1981-10-31,41,Saar-Beckles,Marina,1,1,2,1,1,1,1,3
10278,1991-01-23,32,Desimone,Gabriela,1,2,3,1,1,1,1,4
10287,1989-08-09,33,Gonzalez,Fernando,2,4,3,1,1,1,1,2
10288,1967-04-19,55,Owad,Eduardo,2,1,1,1,1,1,1,3
10293,1962-10-08,60,Lynch,Rosario,1,1,3,1,1,1,1,2
10305,1956-11-16,66,Sparks,Sergio,2,2,3,1,1,1,1,4
10252,1990-07-27,32,Estremera,Camila,1,1,2,1,1,1,1,3
10259,1974-01-16,49,Johnson,Clara,1,2,2,1,1,1,1,2
10264,1975-04-06,47,Adinolfi,Alejandro,2,1,1,1,1,1,1,2
10036,1955-11-09,67,Trang,Jesus,2,1,2,1,1,1,1,3
10046,1983-04-27,39,Robinson,Gabriel,2,5,1,1,1,1,1,2
10049,1969-10-17,53,DiNocco,Sandra,1,2,1,1,1,1,1,3
10053,1979-08-04,43,Fernandes,Maria,1,2,2,1,1,1,1,4
10068,1979-04-18,43,Harrison,Jose,2,2,1,1,1,1,1,2
10070,1981-10-31,41,Saar-Beckles,Marina,1,1,2,1,1,1,1,3
10072,1951-05-31,71,Rivera,Rosana,1,2,2,1,1,1,1,2
10098,1991-01-23,32,Desimone,Gabriela,1,2,3,1,1,1,1,4
10105,1956-05-30,66,Girifalco,Evelyn,1,1,1,1,1,1,1,2
10110,1961-09-20,61,Robinson,Brenda,1,2,2,1,1,1,1,3
10121,1982-04-01,40,Anderson,Linda,1,1,2,1,1,1,1,2
10127,1961-07-25,61,Volk,Constanza,1,2,1,1,1,1,1,2
10132,1986-06-02,36,Clukey,Jose Luis,2,2,1,1,1,1,1,2
10135,1982-02-11,41,Billis,Helena,1,2,3,1,1,1,1,2
10146,1989-08-09,33,Gonzalez,Fernando,2,4,3,1,1,1,1,2
10157,1967-04-19,55,Owad,Eduardo,2,1,1,1,1,1,1,3
10177,1962-10-08,60,Lynch,Rosario,1,1,3,1,1,1,1,2
10190,1956-11-16,66,Sparks,Sergio,2,2,3,1,1,1,1,4
10191,1974-01-16,49,Johnson,Clara,1,2,2,1,1,1,1,2
10205,1975-04-06,47,Adinolfi,Alejandro,2,1,1,1,1,1,1,2
10217,1955-11-09,67,Trang,Jesus,2,1,2,1,1,1,1,3
10220,1983-04-27,39,Robinson,Gabriel,2,5,1,1,1,1,1,2
10229,1969-10-17,53,DiNocco,Sandra,1,2,1,1,1,1,1,3
10238,1979-08-04,43,Fernandes,Maria,1,2,2,1,1,1,1,4
10241,1979-04-18,43,Harrison,Jose,2,2,1,1,1,1,1,2
10242,1981-10-31,41,Saar-Beckles,Marina,1,1,2,1,1,1,1,3
10244,1951-05-31,71,Rivera,Rosana,1,2,2,1,1,1,1,2
10246,1991-01-23,32,Desimone,Gabriela,1,2,3,1,1,1,1,4
10291,1956-05-30,66,Girifalco,Evelyn,1,1,1,1,1,1,1,2
10254,1961-09-20,61,Robinson,Brenda,1,2,3,1,1,1,1,3
10256,1982-04-01,40,Anderson,Linda,1,1,3,1,1,1,1,2
10266,1961-07-25,61,Volk,Constanza,1,2,3,1,1,1,1,2
10004,1959-07-28,63,Ngodup,Lara,1,3,3,1,1,1,1,2
10010,1966-09-04,56,Osturnka,Abel,2,2,3,1,1,1,1,2
10012,1986-06-02,36,Clukey,Jose Luis,2,2,1,1,1,1,1,2
10016,1982-02-11,41,Billis,Helena,1,2,3,1,1,1,1,2
10020,1959-01-31,64,Jeannite,Maria,1,4,2,1,1,1,2,2
10026,1958-03-03,65,Monroe,Victor,2,2,3,1,1,2,3,3
10031,1958-12-01,64,Erilus,Christian,2,3,1,1,1,1,2,4
10056,1990-08-08,32,Dougall,Luis,2,1,1,1,1,2,4,2
10064,1975-06-02,47,Zamora,Pedro,2,1,3,1,1,3,5,2
10069,1955-07-17,67,Lindsay,Edmundo,2,1,2,1,1,2,6,2
10074,1987-01-19,36,Riordan,Ruben,2,3,1,1,1,4,7,2
10089,1974-07-11,48,Lunquist,Patricia,1,1,1,1,1,1,2,2
10093,1975-03-30,47,Prater,David,2,2,2,1,1,4,8,4
10097,1961-01-18,62,Smith,Jorge,2,4,3,1,1,4,8,3
10107,1968-05-30,54,Liebig,Pablo,2,2,1,1,1,1,9,2
10108,1958-03-30,64,Johnston,Ivan,2,1,3,1,1,1,2,2
10129,1968-04-11,54,Butler,Sergio,2,1,1,1,1,1,9,2
10134,1977-04-27,45,Petrowsky,Laura,1,2,1,1,1,2,10,2
10151,1978-05-10,44,Murray,Ariana,1,4,3,1,1,2,10,2
10154,1977-01-09,46,Immediato,Lucas,2,2,3,1,1,1,9,3
10162,1969-12-23,53,Stanley,Delfina,1,4,2,1,1,1,9,3
10165,1970-07-19,52,Winthrop,Mercedes,1,1,2,1,1,1,2,2
10168,1979-11-04,43,Beak,Ezequiel,2,2,1,1,1,1,2,2
10169,1959-01-31,64,Jeannite,Maria,1,4,2,1,1,1,2,2
10187,1958-03-03,65,Monroe,Victor,2,2,3,1,1,2,3,3
10195,1958-12-01,64,Erilus,Christian,2,3,1,1,1,1,2,4
10197,1990-08-08,32,Dougall,Luis,2,1,1,1,1,2,4,2
10208,1975-06-02,47,Zamora,Pedro,2,1,3,1,1,3,5,2
10210,1955-07-17,67,Lindsay,Edmundo,2,1,2,1,1,2,6,2
10212,1987-01-19,36,Riordan,Ruben,2,3,1,1,1,4,8,2
10216,1974-07-11,48,Lunquist,Patricia,1,1,1,1,1,1,2,2
10218,1975-03-30,47,Prater,David,2,2,2,1,1,4,8,4
10222,1961-01-18,62,Smith,Jorge,2,4,3,1,1,4,8,3
10230,1968-05-30,54,Liebig,Pablo,2,2,1,1,1,1,9,2
10233,1958-03-30,64,Johnston,Ivan,2,1,3,1,1,1,2,2
10236,1968-04-11,54,Butler,Sergio,2,1,1,1,1,1,9,2
10245,1977-04-27,45,Petrowsky,Laura,1,2,1,1,1,2,10,2
10273,1978-05-10,44,Murray,Ariana,1,4,3,1,1,2,10,2
10276,1986-06-02,36,Monterro,Hector,2,1,3,1,1,1,2,2
10279,1977-01-09,46,Immediato,Lucas,2,2,3,1,1,1,9,3
10280,1955-12-14,67,Exantus,Marina,1,2,3,1,1,2,11,3
10281,1969-12-23,53,Stanley,Delfina,1,4,2,1,1,1,9,3
10283,1970-07-19,52,Winthrop,Mercedes,1,1,2,1,1,1,2,2
10290,1979-11-04,43,Beak,Ezequiel,2,2,1,1,1,1,2,2
10298,1989-08-31,33,Merlos,Carlos,2,1,2,1,1,2,12,4
10301,1966-02-14,57,Foss,Juan,2,1,1,1,1,3,13,2
10302,1963-02-26,60,Szabo,Andres,2,1,1,1,1,2,11,2
10303,1956-06-17,66,Bramante,Jose Luis,2,1,2,1,1,3,14,2
10306,1978-07-28,44,Miller,Nestor,2,1,2,1,1,1,2,4
10258,1992-06-16,30,Smith,Joe,2,1,1,1,1,1,2,2
10261,1953-07-28,69,Blount,Dianna,1,1,2,1,1,1,2,3
10262,1958-03-03,65,Monroe,Victor,2,2,3,1,1,2,3,3
10263,1958-12-01,64,Erilus,Christian,2,3,1,1,1,1,2,4
